The Broken Road;Rolling Stones;399;Rock, Blues Rock
Midnight Echo of Shadows;Rolling Stones;202;Rock
Lonely Stars;Rolling Stones;284;Blues Rock
The Sweet Sound;Rolling Stones;389;Rock
Lost River of Night;Rolling Stones;257;Rock, Blues Rock
Broken Sound;Rolling Stones;270;Blues Rock
The Old Stars;Rolling Stones;212;Rock
Silent Journey;Rolling Stones;400;Blues Rock
Sweet River;Rolling Stones;346;Rock
Dancing Dream of Night;Coldplay;402;Alternative, Rock
The New Lights;Coldplay;423;Alternative
Golden Fire;Coldplay;440;Rock
The Midnight Dream;Coldplay;255;Alternative
Lost Road;Coldplay;242;Rock
The Singing Stars;Coldplay;339;Alternative, Rock
Chasing the River;Coldplay;300;Alternative
Golden Song of Day;Coldplay;271;Rock
Silent Road;Coldplay;291;Alternative
Midnight Journey of Shadows;Adele;404;Pop, Soul
The Sweet Soul;Adele;280;Pop
Lonely Heart;Adele;282;Soul
The Lost Dream;Adele;475;Pop
Falling Stars;Adele;410;Soul
The Silent Sound;Adele;315;Pop, Soul
Whispering Echo;Adele;220;Soul
Sweet Fire;Adele;360;Pop
Broken Dream of Sky;Adele;233;Soul
The Midnight Sky;The Weeknd;470;R&B, Electronic
Sweet Echo of Night;The Weeknd;301;Pop, R&B
Bright Heart;The Weeknd;442;Electronic
The Lost Soul;The Weeknd;228;R&B
Lonely Dream;The Weeknd;395;Pop
Whispering Road;The Weeknd;400;Electronic
Electric Heart;The Weeknd;308;R&B
The Dancing Echo;The Weeknd;418;Pop
Burning Stars;The Weeknd;339;Electronic
The Golden Echo;Metallica;434;Metal, Thrash Metal
Midnight Fire;Metallica;261;Metal
Lonely Dream of River;Metallica;326;Thrash Metal
The Silent Sound;Metallica;256;Metal
Broken Heart;Metallica;466;Thrash Metal
The Lost Road;Metallica;451;Metal
Wild Fire;Metallica;418;Thrash Metal
Burning Dream;Metallica;316;Metal
Dark Heart of Sound;Metallica;377;Thrash Metal
Lost Echo;Metallica;356;Metal
The Chasing Sky;Linkin Park;266;Alternative, Nu Metal
Whispering Shadows;Linkin Park;276;Nu Metal
Lonely Echo;Linkin Park;294;Alternative
The Midnight Road;Linkin Park;316;Nu Metal
Broken Dream;Linkin Park;209;Alternative
Wild Heart;Linkin Park;265;Nu Metal
The Dancing Dream;Linkin Park;256;Alternative, Nu Metal
Bright Stars of Sky;Linkin Park;301;Nu Metal
Burning Echo;Linkin Park;477;Alternative
The Midnight River;Daft Punk;425;Electronic, House
Electric Sound;Daft Punk;276;House, Disco
Golden Fire;Daft Punk;326;Electronic
The Silent Night;Daft Punk;205;House
Lost Dream of Sound;Daft Punk;388;Electronic, Disco
Dancing Lights;Daft Punk;231;House
Bright Sky;Daft Punk;407;Electronic
The Sweet Sound;Daft Punk;257;House
Midnight Stars;Daft Punk;299;Electronic, Disco
Broken Heart;Daft Punk;373;House
The Golden Dream;Rosalía;402;Flamenco Pop, R&B
Dancing Stars;Rosalía;464;R&B
Wild Heart;Rosalía;470;Flamenco Pop
The Silent Echo;Rosalía;307;R&B
Lost Fire;Rosalía;383;Flamenco Pop, R&B
Midnight City;Rosalía;223;R&B
Lonely Road;Rosalía;302;Flamenco Pop
The Singing Heart;Rosalía;266;R&B
Bright Stars;Rosalía;328;Flamenco Pop
Broken Echo of Sky;Rosalía;202;R&B
The Midnight Road;Guns N' Roses;327;Hard Rock
Golden Fire;Guns N' Roses;320;Hard Rock, Glam Metal
Wild Heart;Guns N' Roses;397;Glam Metal
The Lost Sound;Guns N' Roses;422;Hard Rock
Whispering Stars;Guns N' Roses;269;Glam Metal
Lonely Echo;Guns N' Roses;301;Hard Rock
Burning Dream;Guns N' Roses;355;Glam Metal
The Sweet Echo;Guns N' Roses;363;Hard Rock
Bright Dream;Guns N' Roses;235;Glam Metal
The Silent Road;Billie Eilish;240;Pop, Alternative
Lost Fire;Billie Eilish;263;Alternative
Midnight Heart;Billie Eilish;463;Pop
Whispering River;Billie Eilish;352;Alternative
Lonely Echo of Shadow;Billie Eilish;220;Pop
Broken Lights;Billie Eilish;473;Alternative
The Sweet Sky;Billie Eilish;370;Pop
Dark Dream;Billie Eilish;443;Alternative
Bright Night;Billie Eilish;388;Pop, Alternative
The Wild Sound;Lil Nas X;355;Hip Hop, Country Rap
Midnight Heart;Lil Nas X;269;Country Rap
Lonely Dream;Lil Nas X;348;Hip Hop
The Lost Sky;Lil Nas X;417;Country Rap
Burning Lights;Lil Nas X;253;Hip Hop
Sweet River;Lil Nas X;203;Country Rap
The Old Sky;Lil Nas X;391;Hip Hop
Dancing Stars;Lil Nas X;320;Country Rap
The Bright Sky;Lil Nas X;230;Hip Hop
Golden Echo of Love;Lil Nas X;462;Country Rap
The Sweet Sound;Harry Styles;430;Pop, Rock
Silent Night;Harry Styles;262;Pop
Lonely Heart of Sky;Harry Styles;308;Rock
The Lost River;Harry Styles;285;Pop
Bright Lights;Harry Styles;290;Rock
Whispering Echo;Harry Styles;393;Pop
Burning Stars;Harry Styles;274;Rock
The Old Road;Harry Styles;297;Pop
Golden Dream;Harry Styles;465;Rock
Midnight Sky of Night;Harry Styles;240;Pop
The Electric Heart;The Beatles;238;Pop, Classic Rock
Golden Dream;The Beatles;294;Classic Rock, Pop
Whispering Stars;The Beatles;314;Pop
The Sweet River;The Beatles;391;Classic Rock
Lonely Road;The Beatles;425;Pop
Broken Dream;The Beatles;222;Classic Rock
The Old Sound;The Beatles;323;Pop
Dancing Lights;The Beatles;470;Classic Rock
Bright Sky;The Beatles;254;Pop, Classic Rock
Midnight Echo of Sky;The Beatles;211;Classic Rock
The Lost River;Skank;363;Brazilian Pop, Reggae
Dancing Dream;Skank;338;Brazilian Pop
Golden Stars;Skank;333;Reggae, Rock
The Silent Night;Skank;425;Brazilian Pop
Lonely Sound;Skank;234;Reggae
Broken Heart of Sky;Skank;248;Brazilian Pop
Wild Fire;Skank;262;Reggae
The Sweet Dream;Skank;350;Brazilian Pop, Rock
Bright Road;Skank;230;Reggae
Midnight City of Night;Skank;293;Brazilian Pop
The Bright Sky;Maroon 5;210;Pop, Funk Rock
Golden Fire;Maroon 5;302;Funk Rock
Midnight Road;Maroon 5;340;Pop
The Dancing Lights;Maroon 5;203;Funk Rock
Lost River of Shadow;Maroon 5;246;Pop
Silent Sound;Maroon 5;322;Funk Rock
Whispering Dream;Maroon 5;435;Pop
Broken Sky;Maroon 5;431;Funk Rock
The New Dream;Maroon 5;338;Pop
Burning Heart;Maroon 5;362;Funk Rock
The Old Song;Taylor Swift;226;Pop, Country
Lonely Heart;Taylor Swift;278;Country
Silent Stars;Taylor Swift;339;Pop
The Bright Sky;Taylor Swift;433;Country
Lost River of Night;Taylor Swift;241;Pop
Whispering Echo;Taylor Swift;347;Country
Sweet Dream;Taylor Swift;452;Pop
Broken Road;Taylor Swift;398;Country
The Burning Stars;Taylor Swift;306;Pop, Country
Golden Night of Sound;Taylor Swift;260;Country
The Wild Dream;Kendrick Lamar;341;Hip Hop, Rap
Midnight Sky;Kendrick Lamar;265;Rap
Lonely Lights;Kendrick Lamar;392;Hip Hop
The Lost Road;Kendrick Lamar;460;Rap
Burning Fire;Kendrick Lamar;327;Hip Hop
Sweet River;Kendrick Lamar;213;Rap
The Silent Sound;Kendrick Lamar;405;Hip Hop
Dark Echo;Kendrick Lamar;346;Rap
Bright Night;Kendrick Lamar;300;Hip Hop
Golden Heart of Sky;Kendrick Lamar;206;Rap
The Electric Dream;J Balvin;346;Reggaeton, Latin Pop
Golden River;J Balvin;383;Latin Pop
Lonely Road;J Balvin;289;Reggaeton
The Lost Echo;J Balvin;215;Latin Pop
Whispering Stars;J Balvin;415;Reggaeton
Sweet Sound;J Balvin;237;Latin Pop
Broken Sky;J Balvin;220;Reggaeton
The New Stars;J Balvin;298;Latin Pop
Bright Night;J Balvin;443;Reggaeton
Burning Heart of Night;J Balvin;300;Latin Pop
The Sweet Sound;Beyoncé;211;R&B, Pop
Midnight City;Beyoncé;294;Pop
Lonely Heart;Beyoncé;465;Soul
The Lost Dream;Beyoncé;374;R&B
Burning Stars;Beyoncé;310;Pop
Whispering Echo;Beyoncé;479;Soul
Bright Sky;Beyoncé;305;R&B
The Dancing Echo;Beyoncé;245;Pop
Golden Fire;Beyoncé;234;Soul
Broken Road;Beyoncé;290;R&B, Pop
The Wild Sky;Red Hot Chili Peppers;296;Funk Rock, Alternative
Midnight Dream;Red Hot Chili Peppers;230;Alternative
Lonely Lights;Red Hot Chili Peppers;357;Funk Rock
The Lost River;Red Hot Chili Peppers;206;Alternative
Burning Fire;Red Hot Chili Peppers;271;Funk Rock
Sweet Sound;Red Hot Chili Peppers;316;Alternative
The Silent Road;Red Hot Chili Peppers;452;Funk Rock
Dark Echo;Red Hot Chili Peppers;448;Alternative
Bright Night;Red Hot Chili Peppers;388;Funk Rock, Alternative
Golden Heart of Sound;Red Hot Chili Peppers;364;Alternative
The Golden Night;Olivia Rodrigo;249;Pop, Alternative
Whispering Dream;Olivia Rodrigo;466;Alternative
Lonely Stars;Olivia Rodrigo;331;Pop
The Silent Road;Olivia Rodrigo;478;Alternative
Lost Fire;Olivia Rodrigo;208;Pop
Midnight Echo;Olivia Rodrigo;267;Alternative
Sweet River;Olivia Rodrigo;204;Pop
Broken Sound;Olivia Rodrigo;295;Alternative
The Bright Sky;Olivia Rodrigo;354;Pop, Alternative
Burning Road;Olivia Rodrigo;441;Alternative
The Wild Dream;Caetano Veloso;280;MPB, Tropicalia
Midnight Sky;Caetano Veloso;346;Tropicalia
Lonely Lights;Caetano Veloso;331;MPB
The Lost Road;Caetano Veloso;308;Tropicalia
Burning Fire;Caetano Veloso;351;MPB
Sweet River;Caetano Veloso;402;Tropicalia
The Silent Sound;Caetano Veloso;458;MPB
Dark Echo;Caetano Veloso;306;Tropicalia
Bright Night;Caetano Veloso;415;MPB, Tropicalia
Golden Heart of Sound;Caetano Veloso;370;Tropicalia
The Bright Night;Sia;220;Pop, Electronic
Golden Dream;Sia;383;Electronic
Midnight Stars;Sia;267;Pop
The Dancing Lights;Sia;315;Electronic
Lost River of Night;Sia;340;Pop
Silent Sound;Sia;372;Electronic
Whispering Echo;Sia;413;Pop
Broken Sky;Sia;295;Electronic
The New Dream;Sia;407;Pop
Burning Heart;Sia;274;Electronic
The Burning Road;Drake;401;Hip Hop, Trap
Midnight Dream;Drake;327;R&B
Lonely Heart;Drake;345;Hip Hop
The Lost Sky;Drake;253;R&B
Dancing Lights;Drake;435;Hip Hop
Sweet River;Drake;398;Trap
The Old Sound;Drake;314;Hip Hop, R&B
Dark Echo;Drake;266;Trap
Bright Night;Drake;271;Hip Hop
Golden Dream of Sky;Drake;396;R&B
The Wild Dream;Avicii;415;EDM, House
Midnight Sky;Avicii;434;House
Lonely Lights;Avicii;327;EDM
The Lost Road;Avicii;224;House
Burning Fire;Avicii;259;EDM
Sweet River;Avicii;301;House
The Silent Sound;Avicii;365;EDM
Dark Echo;Avicii;400;House
Bright Night;Avicii;333;EDM, House
Golden Heart of Sound;Avicii;372;House
The Silent River;Roberto Carlos;319;MPB, Brazilian Pop
Lonely Heart;Roberto Carlos;265;Brazilian Pop
Whispering Dream;Roberto Carlos;465;MPB
The Lost Sound;Roberto Carlos;356;Brazilian Pop
Burning Stars;Roberto Carlos;220;MPB
Sweet Sky;Roberto Carlos;250;Brazilian Pop
The New Road;Roberto Carlos;200;MPB, Brazilian Pop
Golden Fire;Roberto Carlos;280;Brazilian Pop
Bright Dream of Night;Roberto Carlos;400;MPB
Midnight Echo of Sky;Roberto Carlos;305;Brazilian Pop
The Electric Heart;Beyoncé;290;R&B, Soul
Golden River;Beyoncé;310;Pop
Lonely Road;Beyoncé;350;R&B
The Lost Echo;Beyoncé;275;Soul
Whispering Stars;Beyoncé;380;Pop
Sweet Sound;Beyoncé;220;R&B
Broken Sky;Beyoncé;330;Soul
The New Stars;Beyoncé;400;Pop
Bright Night;Beyoncé;260;R&B, Soul
Burning Heart of Night;Beyoncé;300;Pop
The Lonely Stars;Red Hot Chili Peppers;294;Funk Rock, Alternative
Sweet River;Red Hot Chili Peppers;363;Alternative
The Old Sound;Red Hot Chili Peppers;228;Funk Rock
Bright Sky;Red Hot Chili Peppers;478;Alternative
Lost Road of Shadow;Red Hot Chili Peppers;307;Funk Rock
Silent Dream;Red Hot Chili Peppers;288;Alternative
Whispering Heart;Red Hot Chili Peppers;301;Funk Rock
Broken Fire;Red Hot Chili Peppers;351;Alternative
The New Sound;Red Hot Chili Peppers;233;Funk Rock, Alternative
Burning Stars of Night;Red Hot Chili Peppers;443;Alternative
The Wild Dream;Coldplay;300;Alternative, Rock
Midnight Sky;Coldplay;240;Rock
Lonely Lights;Coldplay;380;Alternative
The Lost Road;Coldplay;450;Rock
Burning Fire;Coldplay;310;Alternative
Sweet River;Coldplay;200;Rock
The Silent Sound;Coldplay;400;Alternative
Dark Echo;Coldplay;350;Rock
Bright Night;Coldplay;290;Alternative, Rock
Golden Heart of Sound;Coldplay;370;Rock
The Electric Heart;The Weeknd;450;R&B, Pop
Golden River;The Weeknd;300;Electronic
Lonely Road;The Weeknd;360;Pop
The Lost Echo;The Weeknd;280;R&B
Whispering Stars;The Weeknd;400;Electronic
Sweet Sound;The Weeknd;230;Pop
Broken Sky;The Weeknd;340;R&B
The New Stars;The Weeknd;390;Electronic
Bright Night;The Weeknd;270;Pop
Burning Heart of Night;The Weeknd;310;R&B, Electronic
The Golden Dream;Olivia Rodrigo;280;Pop, Alternative
Dancing Stars;Olivia Rodrigo;330;Alternative
Wild Heart;Olivia Rodrigo;390;Pop
The Silent Echo;Olivia Rodrigo;240;Alternative
Lost Fire;Olivia Rodrigo;310;Pop
Midnight City;Olivia Rodrigo;200;Alternative
Lonely Road;Olivia Rodrigo;320;Pop
The Singing Heart;Olivia Rodrigo;270;Alternative
Bright Stars;Olivia Rodrigo;350;Pop, Alternative
Broken Echo of Sky;Olivia Rodrigo;210;Alternative
The Midnight Road;Taylor Swift;340;Pop, Country
Golden Fire;Taylor Swift;300;Country
Wild Heart;Taylor Swift;380;Pop
The Lost Sound;Taylor Swift;410;Country
Whispering Stars;Taylor Swift;250;Pop
Lonely Echo;Taylor Swift;310;Country
Burning Dream;Taylor Swift;360;Pop
The Sweet Echo;Taylor Swift;370;Country
Bright Dream;Taylor Swift;240;Pop, Country
The Silent Road;Taylor Swift;280;Country
The Bright Night;Harry Styles;250;Pop, Rock
Golden Dream;Harry Styles;400;Rock
Midnight Stars;Harry Styles;300;Pop
The Dancing Lights;Harry Styles;350;Rock
Lost River of Night;Harry Styles;320;Pop
Silent Sound;Harry Styles;380;Rock
Whispering Echo;Harry Styles;420;Pop
Broken Sky;Harry Styles;300;Rock
The New Dream;Harry Styles;410;Pop
Burning Heart;Harry Styles;280;Rock
The Wild Sound;Skank;380;Brazilian Pop, Rock
Midnight Heart;Skank;250;Brazilian Pop
Lonely Dream;Skank;330;Reggae
The Lost Sky;Skank;400;Rock
Burning Lights;Skank;270;Brazilian Pop
Sweet River;Skank;220;Reggae
The Old Sky;Skank;350;Rock
Dancing Stars;Skank;300;Brazilian Pop
The Bright Sky;Skank;240;Reggae, Rock
Golden Echo of Love;Skank;470;Brazilian Pop
The Sweet Sound;Rosalía;220;Flamenco Pop, R&B
Silent Night;Rosalía;270;R&B
Lonely Heart of Sky;Rosalía;320;Flamenco Pop
The Lost River;Rosalía;290;R&B
Bright Lights;Rosalía;300;Flamenco Pop
Whispering Echo;Rosalía;400;R&B
Burning Stars;Rosalía;280;Flamenco Pop
The Old Road;Rosalía;300;R&B
Golden Dream;Rosalía;470;Flamenco Pop, R&B
Midnight Sky of Night;Rosalía;250;R&B
The Electric Dream;Maroon 5;350;Pop, Funk Rock
Golden River;Maroon 5;390;Funk Rock
Lonely Road;Maroon 5;290;Pop
The Lost Echo;Maroon 5;220;Funk Rock
Whispering Stars;Maroon 5;420;Pop
Sweet Sound;Maroon 5;240;Funk Rock
Broken Sky;Maroon 5;230;Pop
The New Stars;Maroon 5;300;Funk Rock
Bright Night;Maroon 5;450;Pop, Funk Rock
Burning Heart of Night;Maroon 5;310;Funk Rock
The Midnight Road;Roberto Carlos;330;MPB, Brazilian Pop
Golden Fire;Roberto Carlos;310;Brazilian Pop
Wild Heart;Roberto Carlos;370;MPB
The Lost Sound;Roberto Carlos;400;Brazilian Pop
Whispering Stars;Roberto Carlos;260;MPB
Lonely Echo;Roberto Carlos;300;Brazilian Pop
Burning Dream;Roberto Carlos;350;MPB, Brazilian Pop
The Sweet Echo;Roberto Carlos;360;Brazilian Pop
Bright Dream;Roberto Carlos;240;MPB
The Silent Road;Roberto Carlos;290;Brazilian Pop
The Wild Dream;Billie Eilish;290;Pop, Alternative
Midnight Sky;Billie Eilish;230;Alternative
Lonely Lights;Billie Eilish;340;Pop
The Lost Road;Billie Eilish;410;Alternative
Burning Fire;Billie Eilish;280;Pop
Sweet River;Billie Eilish;200;Alternative
The Silent Sound;Billie Eilish;390;Pop
Dark Echo;Billie Eilish;330;Alternative
Bright Night;Billie Eilish;290;Pop, Alternative
Golden Heart of Sound;Billie Eilish;360;Alternative
The Electric Heart;Rihanna;250;R&B, Dance
Golden River;Rihanna;300;Pop
Lonely Road;Rihanna;340;Dance
The Lost Echo;Rihanna;260;R&B
Whispering Stars;Rihanna;390;Pop
Sweet Sound;Rihanna;210;Dance
Broken Sky;Rihanna;320;R&B
The New Stars;Rihanna;370;Pop
Bright Night;Rihanna;250;Dance
Burning Heart of Night;Rihanna;290;R&B, Pop
The Golden Night;Lady Gaga;260;Pop, Dance
Whispering Dream;Lady Gaga;470;Dance
Lonely Stars;Lady Gaga;340;Pop
The Silent Road;Lady Gaga;460;Dance
Lost Fire;Lady Gaga;210;Pop
Midnight Echo;Lady Gaga;270;Dance
Sweet River;Lady Gaga;200;Pop
Broken Sound;Lady Gaga;300;Dance
The Bright Sky;Lady Gaga;360;Pop, Dance
Burning Road;Lady Gaga;450;Dance
The Wild Sound;Twenty One Pilots;300;Alternative, Pop
Midnight Heart;Twenty One Pilots;250;Pop
Lonely Dream;Twenty One Pilots;350;Alternative
The Lost Sky;Twenty One Pilots;420;Pop
Burning Lights;Twenty One Pilots;280;Alternative
Sweet River;Twenty One Pilots;210;Pop
The Old Sky;Twenty One Pilots;360;Alternative
Dancing Stars;Twenty One Pilots;310;Pop
The Bright Sky;Twenty One Pilots;250;Alternative, Pop
Golden Echo of Love;Twenty One Pilots;460;Pop
The Sweet Sound;Bruno Mars;230;Funk, Pop
Silent Night;Bruno Mars;280;R&B
Lonely Heart of Sky;Bruno Mars;330;Pop
The Lost River;Bruno Mars;300;Funk
Bright Lights;Bruno Mars;310;R&B
Whispering Echo;Bruno Mars;410;Pop
Burning Stars;Bruno Mars;290;Funk
The Old Road;Bruno Mars;310;R&B
Golden Dream;Bruno Mars;480;Pop, Funk
Midnight Sky of Night;Bruno Mars;260;R&B
The Electric Dream;Roberto Carlos;350;MPB, Brazilian Pop
Golden River;Roberto Carlos;390;Brazilian Pop
Lonely Road;Roberto Carlos;290;MPB
The Lost Echo;Roberto Carlos;220;Brazilian Pop
Whispering Stars;Roberto Carlos;420;MPB
Sweet Sound;Roberto Carlos;240;Brazilian Pop
Broken Sky;Roberto Carlos;230;MPB
The New Stars;Roberto Carlos;300;Brazilian Pop
Bright Night;Roberto Carlos;450;MPB, Brazilian Pop
Burning Heart of Night;Roberto Carlos;310;Brazilian Pop
The Lonely Stars;Eminem;300;Hip Hop, Rap
